instance_count	machine_type	slots	memory	data_size_MB	features	observations	iterations	gross_runtime	cpu_sysbench	disk_seq_fio	memory_sysbench
4	r4.2xlarge	32	244000	29081	5	300000000	25	326	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	50	430	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	50	430	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	50	434	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	50	436	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	50	438	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	100	428	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	100	428	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	100	432	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	100	436	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	100	436	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	1	162	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	1	162	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	1	164	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	1	166	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	1	166	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	25	210	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	25	210	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	25	210	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	25	212	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	25	218	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	50	242	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	50	244	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	50	244	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	50	246	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	50	246	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	100	240	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	100	242	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	100	242	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	100	242	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29593	15	100000000	100	248	0.621439738915361	0.699904926309755	0.683905823195575
4	m4.2xlarge	32	128000	19353	5	200000000	25	262	0.73813508679461	0.917837907061713	0.817114731721182
4	m4.2xlarge	32	128000	19353	5	200000000	25	266	0.73813508679461	0.917837907061713	0.817114731721182
4	m4.2xlarge	32	128000	19353	5	200000000	25	266	0.73813508679461	0.917837907061713	0.817114731721182
4	m4.2xlarge	32	128000	19353	5	200000000	25	280	0.73813508679461	0.917837907061713	0.817114731721182
4	m4.2xlarge	32	128000	19353	5	200000000	25	360	0.73813508679461	0.917837907061713	0.817114731721182
4	r4.xlarge	16	122000	19353	5	200000000	25	644	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	122000	19353	5	200000000	25	644	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	122000	19353	5	200000000	25	664	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	122000	19353	5	200000000	25	674	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	122000	19353	5	200000000	25	696	0.621758403741034	0.91340066266808	0.680859830691666
6	r4.2xlarge	48	366000	9730	5	100000000	1	72	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	1	72	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	1	72	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	1	74	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	1	74	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	25	96	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	25	98	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	25	98	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	25	98	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	25	100	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	50	120	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	50	120	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	50	122	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	50	122	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	50	124	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	100	120	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	100	120	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	100	122	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	100	122	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	9730	5	100000000	100	122	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	1	90	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	1	90	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	1	90	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	1	90	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	1	90	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	25	124	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	25	126	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	25	126	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	25	126	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	25	130	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	50	158	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	50	158	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	50	158	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	50	160	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	50	160	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	100	156	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	100	156	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	100	158	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	100	158	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	14540	5	150000000	100	160	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	1	104	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	1	106	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	1	106	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	1	106	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	1	106	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	25	152	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	25	152	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	25	154	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	25	154	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	25	154	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	50	194	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	50	196	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	50	196	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	50	198	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	50	198	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	100	196	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	100	196	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	100	196	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	100	196	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19353	5	200000000	100	198	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	1	92	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	1	92	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	1	92	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	1	92	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	1	92	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	25	120	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	25	122	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	25	122	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	25	122	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	25	122	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	50	132	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	50	132	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	50	132	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	50	132	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	50	134	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	100	132	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	100	132	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	100	134	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	100	134	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	19558	10	100000000	100	134	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	1	124	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	1	124	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	1	124	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	1	124	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	1	126	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	25	182	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	25	182	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	25	182	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	25	184	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	25	184	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	50	234	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	50	234	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	50	236	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	50	236	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	50	238	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	100	232	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	100	234	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	100	236	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	100	240	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	24268	5	250000000	100	240	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	1	142	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	1	142	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	1	142	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	1	142	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	1	144	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	25	208	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	25	210	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	25	210	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	25	210	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	25	212	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	50	270	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	50	274	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	50	274	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	50	274	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	50	278	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	100	270	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	100	274	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	100	274	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	100	274	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29081	5	300000000	100	276	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	1	112	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	1	112	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	1	112	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	1	114	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	1	114	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	25	144	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	25	144	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	25	146	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	25	146	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	25	146	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	50	164	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	50	164	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	50	164	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	50	164	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	50	166	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	100	164	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	100	164	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	100	166	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	100	166	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	29593	15	100000000	100	166	0.621439738915361	0.699904926309755	0.683905823195575
6	m4.2xlarge	48	192000	19353	5	200000000	25	166	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	19353	5	200000000	25	168	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	19353	5	200000000	25	168	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	19353	5	200000000	25	170	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	19353	5	200000000	25	170	0.73813508679461	0.917837907061713	0.817114731721182
6	r4.xlarge	24	183000	19353	5	200000000	25	310	0.621758403741034	0.91340066266808	0.680859830691666
6	r4.xlarge	24	183000	19353	5	200000000	25	310	0.621758403741034	0.91340066266808	0.680859830691666
6	r4.xlarge	24	183000	19353	5	200000000	25	312	0.621758403741034	0.91340066266808	0.680859830691666
6	r4.xlarge	24	183000	19353	5	200000000	25	318	0.621758403741034	0.91340066266808	0.680859830691666
6	r4.xlarge	24	183000	19353	5	200000000	25	320	0.621758403741034	0.91340066266808	0.680859830691666
8	r4.2xlarge	64	488000	9730	5	100000000	1	62	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	1	64	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	1	64	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	1	64	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	1	66	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	25	84	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	25	84	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	25	86	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	25	86	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	25	86	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	50	102	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	50	102	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	50	104	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	50	104	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	50	104	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	100	102	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	100	102	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	100	102	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	100	102	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	9730	5	100000000	100	106	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	1	74	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	1	74	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	1	76	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	1	76	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	1	78	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	25	104	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	25	104	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	25	106	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	25	106	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	25	108	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	50	126	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	50	128	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	50	130	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	50	132	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	50	132	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	100	128	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	100	128	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	100	130	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	100	130	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	14540	5	150000000	100	132	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	1	86	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	1	88	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	1	88	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	1	88	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	1	92	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	25	124	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	25	124	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	25	124	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	25	124	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	25	124	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	50	154	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	50	154	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	50	156	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	50	158	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	50	160	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	100	154	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	100	156	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	100	158	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	100	158	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19353	5	200000000	100	158	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19558	10	100000000	1	78	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19558	10	100000000	1	78	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19558	10	100000000	1	78	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19558	10	100000000	1	78	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19558	10	100000000	1	80	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19558	10	100000000	25	102	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19558	10	100000000	25	102	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19558	10	100000000	25	102	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19558	10	100000000	25	102	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19558	10	100000000	25	104	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19558	10	100000000	50	110	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	19558	10	100000000	50	110	0.621439738915361	0.699904926309755	0.683905823195575
