instance_count	machine_type	slots	memory	data_size_MB	features	observations	iterations	gross_runtime	cpu_sysbench	disk_seq_fio	memory_sysbench
2	r4.2xlarge	16	122000	24268	5	250000000	50	3978	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	24268	5	250000000	50	4022	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	24268	5	250000000	100	3944	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	24268	5	250000000	100	3948	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	24268	5	250000000	100	3952	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	24268	5	250000000	100	3978	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	24268	5	250000000	100	4056	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	1	808	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	1	814	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	1	816	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	1	818	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	1	824	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	25	5792	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	25	5822	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	25	5830	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	25	5852	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	25	5872	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	50	10746	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	50	10902	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	50	10900	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	50	10914	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	50	10914	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	100	10749	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	100	10892	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	100	10901	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	100	10915	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29081	5	300000000	100	10913	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	1	412	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	1	412	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	1	414	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	1	414	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	1	418	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	25	536	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	25	538	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	25	538	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	25	540	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	25	540	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	50	626	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	50	626	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	50	628	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	50	630	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	50	630	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	100	628	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	100	630	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	100	630	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	100	630	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	29593	15	100000000	100	634	0.621439738915361	0.699904926309755	0.683905823195575
2	m4.2xlarge	16	64000	19353	5	200000000	25	942	0.73813508679461	0.917837907061713	0.817114731721182
2	m4.2xlarge	16	64000	19353	5	200000000	25	942	0.73813508679461	0.917837907061713	0.817114731721182
2	m4.2xlarge	16	64000	19353	5	200000000	25	944	0.73813508679461	0.917837907061713	0.817114731721182
2	m4.2xlarge	16	64000	19353	5	200000000	25	949	0.73813508679461	0.917837907061713	0.817114731721182
2	m4.2xlarge	16	64000	19353	5	200000000	25	951	0.73813508679461	0.917837907061713	0.817114731721182
2	r4.xlarge	8	61000	19353	5	200000000	25	1996	0.621758403741034	0.91340066266808	0.680859830691666
2	r4.xlarge	8	61000	19353	5	200000000	25	1997	0.621758403741034	0.91340066266808	0.680859830691666
2	r4.xlarge	8	61000	19353	5	200000000	25	2002	0.621758403741034	0.91340066266808	0.680859830691666
2	r4.xlarge	8	61000	19353	5	200000000	25	2002	0.621758403741034	0.91340066266808	0.680859830691666
2	r4.xlarge	8	61000	19353	5	200000000	25	2022	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.2xlarge	32	244000	9730	5	100000000	1	94	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	1	96	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	1	96	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	1	96	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	1	98	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	25	136	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	25	140	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	25	140	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	25	140	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	25	142	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	50	170	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	50	172	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	50	172	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	50	172	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	50	178	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	100	172	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	100	174	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	100	174	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	100	176	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	9730	5	100000000	100	176	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	1	126	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	1	126	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	1	126	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	1	126	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	1	126	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	25	182	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	25	182	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	25	182	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	25	184	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	25	184	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	50	234	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	50	234	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	50	236	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	50	236	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	50	238	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	100	232	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	100	232	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	100	234	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	100	236	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	14540	5	150000000	100	236	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	1	152	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	1	154	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	1	154	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	1	156	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	1	156	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	25	228	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	25	230	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	25	230	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	25	230	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	25	232	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	50	300	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	50	300	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	50	300	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	50	302	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	50	312	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	100	300	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	100	302	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	100	302	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	100	304	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19353	5	200000000	100	304	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	1	128	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	1	130	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	1	130	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	1	130	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	1	130	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	25	174	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	25	174	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	25	176	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	25	176	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	25	176	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	50	190	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	50	192	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	50	194	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	50	194	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	50	194	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	100	190	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	100	190	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	100	192	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	100	192	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	19558	10	100000000	100	198	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	1	184	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	1	184	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	1	184	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	1	186	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	1	186	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	25	276	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	25	278	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	25	278	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	25	278	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	25	278	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	50	364	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	50	368	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	50	368	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	50	370	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	50	372	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	100	366	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	100	366	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	100	366	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	100	366	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	24268	5	250000000	100	368	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	1	210	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	1	210	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	1	212	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	1	212	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	1	212	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	25	322	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	25	322	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	25	324	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	29081	5	300000000	25	326	0.621439738915361	0.699904926309755	0.683905823195575
