instance_count	machine_type	slots	memory	data_size_MB	pages	links	convergence_criterion	gross_runtime	cpu_sysbench	disk_seq_fio	memory_sysbench
2	r4.2xlarge	16	122000	142	2000000	10000000	0.005	216	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	142	2000000	10000000	0.005	216	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	142	2000000	10000000	0.005	220	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	142	2000000	10000000	0.01	186	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	142	2000000	10000000	0.01	186	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	142	2000000	10000000	0.01	188	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	142	2000000	10000000	0.01	194	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	142	2000000	10000000	0.01	220	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.0001	402	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.0001	406	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.0001	408	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.0001	408	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.0001	410	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.0005	334	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.0005	338	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.0005	338	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.0005	338	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.0005	340	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.001	306	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.001	308	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.001	310	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.001	312	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.001	372	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.005	234	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.005	238	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.005	238	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.005	240	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.005	242	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.01	206	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.01	206	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.01	208	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.01	208	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	145	3000000	10000000	0.01	244	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.0001	326	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.0001	328	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.0001	328	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.0001	356	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.0001	356	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.0005	272	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.0005	278	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.0005	296	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.0005	298	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.0005	300	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.001	256	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.001	258	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.001	268	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.001	274	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.001	274	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.005	196	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.005	200	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.005	208	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.005	216	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.005	230	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.01	174	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.01	186	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.01	188	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.01	190	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	263	1000000	20000000	0.01	204	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0001	520	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0001	522	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0001	524	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0001	580	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0001	676	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0005	424	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0005	472	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0005	472	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0005	476	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0005	476	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.001	384	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.001	388	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.001	424	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.001	426	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.001	432	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.005	292	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.005	292	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.005	294	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.005	298	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.005	320	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.01	250	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.01	256	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.01	272	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.01	276	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	284	2000000	20000000	0.01	276	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0001	668	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0001	670	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0001	744	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0001	748	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0001	870	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0005	532	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0005	540	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0005	550	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0005	574	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0005	602	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.001	480	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.001	484	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.001	484	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.001	484	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.001	484	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.005	360	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.005	360	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.005	368	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.005	378	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.005	404	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.01	304	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.01	306	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.01	312	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.01	314	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	291	3000000	20000000	0.01	340	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.0001	418	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.0001	418	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.0001	418	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.0001	454	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.0001	456	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.0005	348	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.0005	350	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.0005	350	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.0005	352	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.0005	352	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.001	316	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.001	316	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.001	338	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.001	340	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.001	340	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.005	246	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.005	248	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.005	248	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.005	248	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.005	266	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.01	216	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.01	218	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.01	220	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.01	228	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	394	1000000	30000000	0.01	232	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.0001	666	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.0001	666	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.0001	668	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.0001	668	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.0001	718	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.0005	544	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.0005	544	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.0005	546	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.0005	546	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.0005	552	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.001	490	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.001	492	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.001	492	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.001	496	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.001	540	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.005	368	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.005	368	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.005	370	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.005	372	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.005	402	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.01	324	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.01	324	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.01	324	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.01	326	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	426	2000000	30000000	0.01	352	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0001	838	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0001	842	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0001	844	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0001	844	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0001	844	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0005	682	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0005	682	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0005	686	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0005	686	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0005	688	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.001	614	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.001	618	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.001	620	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.001	622	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.001	622	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.005	460	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.005	462	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.005	462	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.005	466	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.005	496	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.01	390	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.01	392	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.01	396	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.01	398	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.2xlarge	16	122000	436	3000000	30000000	0.01	398	0.621439738915361	0.699904926309755	0.683905823195575
2	r4.xlarge	8	61000	284	2000000	20000000	0.001	652	0.621758403741034	0.91340066266808	0.680859830691666
2	r4.xlarge	8	61000	284	2000000	20000000	0.001	676	0.621758403741034	0.91340066266808	0.680859830691666
2	r4.xlarge	8	61000	284	2000000	20000000	0.001	680	0.621758403741034	0.91340066266808	0.680859830691666
2	r4.xlarge	8	61000	284	2000000	20000000	0.001	686	0.621758403741034	0.91340066266808	0.680859830691666
2	r4.xlarge	8	61000	284	2000000	20000000	0.001	714	0.621758403741034	0.91340066266808	0.680859830691666
4	m4.2xlarge	32	128000	284	2000000	20000000	0.001	298	0.73813508679461	0.917837907061713	0.817114731721182
4	m4.2xlarge	32	128000	284	2000000	20000000	0.001	300	0.73813508679461	0.917837907061713	0.817114731721182
4	m4.2xlarge	32	128000	284	2000000	20000000	0.001	312	0.73813508679461	0.917837907061713	0.817114731721182
4	m4.2xlarge	32	128000	284	2000000	20000000	0.001	316	0.73813508679461	0.917837907061713	0.817114731721182
4	m4.2xlarge	32	128000	284	2000000	20000000	0.001	320	0.73813508679461	0.917837907061713	0.817114731721182
4	r4.2xlarge	32	244000	131	1000000	10000000	0.0001	230	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	131	1000000	10000000	0.0001	230	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	131	1000000	10000000	0.0001	230	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	131	1000000	10000000	0.0001	232	0.621439738915361	0.699904926309755	0.683905823195575
