instance_count	machine_type	slots	memory	data_size_MB	examples	features	gross_runtime	cpu_sysbench	disk_seq_fio	memory_sysbench
4	m4.xlarge	16	64000	huge	300000	50000	3245	0.724716697086843	0.939577226630061	0.806717869741047
4	m4.xlarge	16	64000	huge	300000	50000	2914	0.724716697086843	0.939577226630061	0.806717869741047
4	m4.xlarge	16	64000	huge	300000	50000	3198	0.724716697086843	0.939577226630061	0.806717869741047
4	r4.2xlarge	32	244000	bigdata	1000000	100000	7290	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	bigdata	1000000	100000	6035	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	bigdata	1000000	100000	6426	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	bigdata	1000000	100000	7260	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	bigdata	1000000	100000	7084	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.large	8	60000	bigdata	1000000	100000	7128	0.626835516578723	1.0	0.670704216951795
4	r4.large	8	60000	bigdata	1000000	100000	7480	0.626835516578723	1.0	0.670704216951795
4	r4.large	8	60000	bigdata	1000000	100000	7086	0.626835516578723	1.0	0.670704216951795
4	r4.large	8	60000	bigdata	1000000	100000	7488	0.626835516578723	1.0	0.670704216951795
4	r4.large	8	60000	bigdata	1000000	100000	7271	0.626835516578723	1.0	0.670704216951795
4	r4.large	8	60000	huge	300000	50000	7296	0.626835516578723	1.0	0.670704216951795
4	r4.large	8	60000	huge	300000	50000	7948	0.626835516578723	1.0	0.670704216951795
4	r4.large	8	60000	huge	300000	50000	7322	0.626835516578723	1.0	0.670704216951795
4	r4.large	8	60000	huge	300000	50000	7971	0.626835516578723	1.0	0.670704216951795
4	r4.large	8	60000	huge	300000	50000	6439	0.626835516578723	1.0	0.670704216951795
4	r4.xlarge	16	120000	bigdata	1000000	100000	8081	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	120000	bigdata	1000000	100000	7249	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	120000	bigdata	1000000	100000	6148	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	120000	bigdata	1000000	100000	6350	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	120000	bigdata	1000000	100000	6332	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	120000	huge	300000	50000	3730	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	120000	huge	300000	50000	3649	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	120000	huge	300000	50000	3574	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	120000	huge	300000	50000	2888	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	120000	huge	300000	50000	3731	0.621758403741034	0.91340066266808	0.680859830691666
6	c4.2xlarge	48	90000	bigdata	1000000	100000	4668	1.0	0.975170773880192	0.995589462652916
6	c4.2xlarge	48	90000	bigdata	1000000	100000	5757	1.0	0.975170773880192	0.995589462652916
6	c4.2xlarge	48	90000	bigdata	1000000	100000	6020	1.0	0.975170773880192	0.995589462652916
6	c4.2xlarge	48	90000	bigdata	1000000	100000	6990	1.0	0.975170773880192	0.995589462652916
6	c4.2xlarge	48	90000	bigdata	1000000	100000	6431	1.0	0.975170773880192	0.995589462652916
6	c4.2xlarge	48	90000	huge	300000	50000	1249	1.0	0.975170773880192	0.995589462652916
6	c4.2xlarge	48	90000	huge	300000	50000	1163	1.0	0.975170773880192	0.995589462652916
6	c4.2xlarge	48	90000	huge	300000	50000	1296	1.0	0.975170773880192	0.995589462652916
6	c4.2xlarge	48	90000	huge	300000	50000	1097	1.0	0.975170773880192	0.995589462652916
6	c4.2xlarge	48	90000	huge	300000	50000	1338	1.0	0.975170773880192	0.995589462652916
6	c4.large	12	18000	bigdata	1000000	100000	6585	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.large	12	18000	bigdata	1000000	100000	6035	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.large	12	18000	bigdata	1000000	100000	6776	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.large	12	18000	bigdata	1000000	100000	6904	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.large	12	18000	bigdata	1000000	100000	7793	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.large	12	18000	huge	300000	50000	3727	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.large	12	18000	huge	300000	50000	3786	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.large	12	18000	huge	300000	50000	4306	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.large	12	18000	huge	300000	50000	3790	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.large	12	18000	huge	300000	50000	3453	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.xlarge	24	42000	bigdata	1000000	100000	7811	0.981580131098954	0.916863624781091	1.0
6	c4.xlarge	24	42000	bigdata	1000000	100000	7207	0.981580131098954	0.916863624781091	1.0
6	c4.xlarge	24	42000	bigdata	1000000	100000	6795	0.981580131098954	0.916863624781091	1.0
6	c4.xlarge	24	42000	bigdata	1000000	100000	6886	0.981580131098954	0.916863624781091	1.0
6	c4.xlarge	24	42000	bigdata	1000000	100000	7240	0.981580131098954	0.916863624781091	1.0
6	c4.xlarge	24	42000	huge	300000	50000	1884	0.981580131098954	0.916863624781091	1.0
6	c4.xlarge	24	42000	huge	300000	50000	1829	0.981580131098954	0.916863624781091	1.0
6	c4.xlarge	24	42000	huge	300000	50000	1808	0.981580131098954	0.916863624781091	1.0
6	c4.xlarge	24	42000	huge	300000	50000	1791	0.981580131098954	0.916863624781091	1.0
6	c4.xlarge	24	42000	huge	300000	50000	1960	0.981580131098954	0.916863624781091	1.0
6	m4.2xlarge	48	192000	bigdata	1000000	100000	4384	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	bigdata	1000000	100000	4461	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	bigdata	1000000	100000	4813	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	bigdata	1000000	100000	4731	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	bigdata	1000000	100000	5227	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	huge	300000	50000	1282	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	huge	300000	50000	1204	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	huge	300000	50000	1317	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	huge	300000	50000	1093	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.2xlarge	48	192000	huge	300000	50000	1253	0.73813508679461	0.917837907061713	0.817114731721182
6	m4.large	12	48000	bigdata	1000000	100000	7409	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.large	12	48000	bigdata	1000000	100000	6909	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.large	12	48000	bigdata	1000000	100000	7876	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.large	12	48000	bigdata	1000000	100000	7558	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.large	12	48000	bigdata	1000000	100000	5292	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.large	12	48000	huge	300000	50000	4296	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.large	12	48000	huge	300000	50000	3931	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.large	12	48000	huge	300000	50000	3420	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.large	12	48000	huge	300000	50000	3982	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.large	12	48000	huge	300000	50000	4650	0.719976297083032	0.963352406209638	0.757775976316556
6	m4.xlarge	24	96000	bigdata	1000000	100000	7178	0.724716697086843	0.939577226630061	0.806717869741047
6	m4.xlarge	24	96000	bigdata	1000000	100000	7166	0.724716697086843	0.939577226630061	0.806717869741047
6	m4.xlarge	24	96000	bigdata	1000000	100000	6677	0.724716697086843	0.939577226630061	0.806717869741047
6	m4.xlarge	24	96000	bigdata	1000000	100000	6907	0.724716697086843	0.939577226630061	0.806717869741047
6	m4.xlarge	24	96000	bigdata	1000000	100000	8047	0.724716697086843	0.939577226630061	0.806717869741047
6	m4.xlarge	24	96000	huge	300000	50000	2080	0.724716697086843	0.939577226630061	0.806717869741047
6	m4.xlarge	24	96000	huge	300000	50000	2533	0.724716697086843	0.939577226630061	0.806717869741047
6	m4.xlarge	24	96000	huge	300000	50000	1558	0.724716697086843	0.939577226630061	0.806717869741047
6	m4.xlarge	24	96000	huge	300000	50000	2260	0.724716697086843	0.939577226630061	0.806717869741047
6	m4.xlarge	24	96000	huge	300000	50000	2023	0.724716697086843	0.939577226630061	0.806717869741047
6	r4.2xlarge	48	366000	bigdata	1000000	100000	3590	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	bigdata	1000000	100000	4423	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	bigdata	1000000	100000	3711	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	bigdata	1000000	100000	4358	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	bigdata	1000000	100000	3437	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	huge	300000	50000	291	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	huge	300000	50000	302	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	huge	300000	50000	310	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	huge	300000	50000	296	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.2xlarge	48	366000	huge	300000	50000	252	0.621439738915361	0.699904926309755	0.683905823195575
6	r4.large	12	90000	bigdata	1000000	100000	6303	0.626835516578723	1.0	0.670704216951795
6	r4.large	12	90000	bigdata	1000000	100000	7327	0.626835516578723	1.0	0.670704216951795
6	r4.large	12	90000	bigdata	1000000	100000	7300	0.626835516578723	1.0	0.670704216951795
6	r4.large	12	90000	bigdata	1000000	100000	8093	0.626835516578723	1.0	0.670704216951795
6	r4.large	12	90000	bigdata	1000000	100000	6788	0.626835516578723	1.0	0.670704216951795
6	r4.large	12	90000	huge	300000	50000	4194	0.626835516578723	1.0	0.670704216951795
6	r4.large	12	90000	huge	300000	50000	3867	0.626835516578723	1.0	0.670704216951795
6	r4.large	12	90000	huge	300000	50000	4343	0.626835516578723	1.0	0.670704216951795
6	r4.large	12	90000	huge	300000	50000	4023	0.626835516578723	1.0	0.670704216951795
6	r4.large	12	90000	huge	300000	50000	5585	0.626835516578723	1.0	0.670704216951795
6	r4.xlarge	24	180000	bigdata	1000000	100000	6657	0.621758403741034	0.91340066266808	0.680859830691666
6	r4.xlarge	24	180000	bigdata	1000000	100000	6674	0.621758403741034	0.91340066266808	0.680859830691666
6	r4.xlarge	24	180000	bigdata	1000000	100000	6133	0.621758403741034	0.91340066266808	0.680859830691666
6	r4.xlarge	24	180000	bigdata	1000000	100000	7290	0.621758403741034	0.91340066266808	0.680859830691666
6	r4.xlarge	24	180000	bigdata	1000000	100000	7090	0.621758403741034	0.91340066266808	0.680859830691666
6	r4.xlarge	24	180000	huge	300000	50000	2088	0.621758403741034	0.91340066266808	0.680859830691666
6	r4.xlarge	24	180000	huge	300000	50000	1817	0.621758403741034	0.91340066266808	0.680859830691666
6	r4.xlarge	24	180000	huge	300000	50000	2503	0.621758403741034	0.91340066266808	0.680859830691666
6	r4.xlarge	24	180000	huge	300000	50000	2431	0.621758403741034	0.91340066266808	0.680859830691666
6	r4.xlarge	24	180000	huge	300000	50000	1769	0.621758403741034	0.91340066266808	0.680859830691666
8	c4.2xlarge	64	120000	bigdata	1000000	100000	3445	1.0	0.975170773880192	0.995589462652916
8	c4.2xlarge	64	120000	bigdata	1000000	100000	4175	1.0	0.975170773880192	0.995589462652916
8	c4.2xlarge	64	120000	bigdata	1000000	100000	3580	1.0	0.975170773880192	0.995589462652916
8	c4.2xlarge	64	120000	bigdata	1000000	100000	3800	1.0	0.975170773880192	0.995589462652916
8	c4.2xlarge	64	120000	bigdata	1000000	100000	3059	1.0	0.975170773880192	0.995589462652916
8	c4.2xlarge	64	120000	huge	300000	50000	1151	1.0	0.975170773880192	0.995589462652916
8	c4.2xlarge	64	120000	huge	300000	50000	990	1.0	0.975170773880192	0.995589462652916
8	c4.2xlarge	64	120000	huge	300000	50000	984	1.0	0.975170773880192	0.995589462652916
8	c4.2xlarge	64	120000	huge	300000	50000	1215	1.0	0.975170773880192	0.995589462652916
8	c4.2xlarge	64	120000	huge	300000	50000	1194	1.0	0.975170773880192	0.995589462652916
8	c4.large	16	24000	bigdata	1000000	100000	7379	0.958215477247805	0.963738302503114	0.959066866763844
8	c4.large	16	24000	bigdata	1000000	100000	7463	0.958215477247805	0.963738302503114	0.959066866763844
8	c4.large	16	24000	bigdata	1000000	100000	6679	0.958215477247805	0.963738302503114	0.959066866763844
8	c4.large	16	24000	bigdata	1000000	100000	7330	0.958215477247805	0.963738302503114	0.959066866763844
8	c4.large	16	24000	bigdata	1000000	100000	5929	0.958215477247805	0.963738302503114	0.959066866763844
8	c4.large	16	24000	huge	300000	50000	2731	0.958215477247805	0.963738302503114	0.959066866763844
8	c4.large	16	24000	huge	300000	50000	2568	0.958215477247805	0.963738302503114	0.959066866763844
8	c4.large	16	24000	huge	300000	50000	2676	0.958215477247805	0.963738302503114	0.959066866763844
8	c4.large	16	24000	huge	300000	50000	2923	0.958215477247805	0.963738302503114	0.959066866763844
8	c4.large	16	24000	huge	300000	50000	2955	0.958215477247805	0.963738302503114	0.959066866763844
8	c4.xlarge	32	56000	bigdata	1000000	100000	4670	0.981580131098954	0.916863624781091	1.0
8	c4.xlarge	32	56000	bigdata	1000000	100000	6112	0.981580131098954	0.916863624781091	1.0
8	c4.xlarge	32	56000	bigdata	1000000	100000	4448	0.981580131098954	0.916863624781091	1.0
8	c4.xlarge	32	56000	bigdata	1000000	100000	6294	0.981580131098954	0.916863624781091	1.0
8	c4.xlarge	32	56000	bigdata	1000000	100000	5329	0.981580131098954	0.916863624781091	1.0
8	c4.xlarge	32	56000	huge	300000	50000	1644	0.981580131098954	0.916863624781091	1.0
8	c4.xlarge	32	56000	huge	300000	50000	1624	0.981580131098954	0.916863624781091	1.0
8	c4.xlarge	32	56000	huge	300000	50000	1476	0.981580131098954	0.916863624781091	1.0
8	c4.xlarge	32	56000	huge	300000	50000	1571	0.981580131098954	0.916863624781091	1.0
8	c4.xlarge	32	56000	huge	300000	50000	1474	0.981580131098954	0.916863624781091	1.0
8	m4.2xlarge	64	256000	bigdata	1000000	100000	4232	0.73813508679461	0.917837907061713	0.817114731721182
8	m4.2xlarge	64	256000	bigdata	1000000	100000	4540	0.73813508679461	0.917837907061713	0.817114731721182
8	m4.2xlarge	64	256000	bigdata	1000000	100000	3939	0.73813508679461	0.917837907061713	0.817114731721182
8	m4.2xlarge	64	256000	bigdata	1000000	100000	4701	0.73813508679461	0.917837907061713	0.817114731721182
8	m4.2xlarge	64	256000	bigdata	1000000	100000	5059	0.73813508679461	0.917837907061713	0.817114731721182
8	m4.2xlarge	64	256000	huge	300000	50000	1318	0.73813508679461	0.917837907061713	0.817114731721182
8	m4.2xlarge	64	256000	huge	300000	50000	1312	0.73813508679461	0.917837907061713	0.817114731721182
8	m4.2xlarge	64	256000	huge	300000	50000	1402	0.73813508679461	0.917837907061713	0.817114731721182
8	m4.2xlarge	64	256000	huge	300000	50000	1345	0.73813508679461	0.917837907061713	0.817114731721182
8	m4.2xlarge	64	256000	huge	300000	50000	1151	0.73813508679461	0.917837907061713	0.817114731721182
8	m4.large	16	64000	bigdata	1000000	100000	5671	0.719976297083032	0.963352406209638	0.757775976316556
8	m4.large	16	64000	bigdata	1000000	100000	6052	0.719976297083032	0.963352406209638	0.757775976316556
8	m4.large	16	64000	bigdata	1000000	100000	7263	0.719976297083032	0.963352406209638	0.757775976316556
8	m4.large	16	64000	bigdata	1000000	100000	9074	0.719976297083032	0.963352406209638	0.757775976316556
8	m4.large	16	64000	bigdata	1000000	100000	7527	0.719976297083032	0.963352406209638	0.757775976316556
8	m4.large	16	64000	huge	300000	50000	3399	0.719976297083032	0.963352406209638	0.757775976316556
8	m4.large	16	64000	huge	300000	50000	3073	0.719976297083032	0.963352406209638	0.757775976316556
8	m4.large	16	64000	huge	300000	50000	3914	0.719976297083032	0.963352406209638	0.757775976316556
8	m4.large	16	64000	huge	300000	50000	3630	0.719976297083032	0.963352406209638	0.757775976316556
8	m4.large	16	64000	huge	300000	50000	3369	0.719976297083032	0.963352406209638	0.757775976316556
8	m4.xlarge	32	128000	bigdata	1000000	100000	6015	0.724716697086843	0.939577226630061	0.806717869741047
8	m4.xlarge	32	128000	bigdata	1000000	100000	6276	0.724716697086843	0.939577226630061	0.806717869741047
8	m4.xlarge	32	128000	bigdata	1000000	100000	6935	0.724716697086843	0.939577226630061	0.806717869741047
8	m4.xlarge	32	128000	bigdata	1000000	100000	5911	0.724716697086843	0.939577226630061	0.806717869741047
8	m4.xlarge	32	128000	bigdata	1000000	100000	6607	0.724716697086843	0.939577226630061	0.806717869741047
8	m4.xlarge	32	128000	huge	300000	50000	1569	0.724716697086843	0.939577226630061	0.806717869741047
8	m4.xlarge	32	128000	huge	300000	50000	1429	0.724716697086843	0.939577226630061	0.806717869741047
8	m4.xlarge	32	128000	huge	300000	50000	1887	0.724716697086843	0.939577226630061	0.806717869741047
8	m4.xlarge	32	128000	huge	300000	50000	1685	0.724716697086843	0.939577226630061	0.806717869741047
8	m4.xlarge	32	128000	huge	300000	50000	1521	0.724716697086843	0.939577226630061	0.806717869741047
8	r4.2xlarge	64	488000	bigdata	1000000	100000	3274	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	bigdata	1000000	100000	3403	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	bigdata	1000000	100000	4333	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	bigdata	1000000	100000	3200	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	bigdata	1000000	100000	3700	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	huge	300000	50000	264	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	huge	300000	50000	262	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	huge	300000	50000	320	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	huge	300000	50000	255	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.2xlarge	64	488000	huge	300000	50000	262	0.621439738915361	0.699904926309755	0.683905823195575
8	r4.large	16	120000	bigdata	1000000	100000	7311	0.626835516578723	1.0	0.670704216951795
8	r4.large	16	120000	bigdata	1000000	100000	7176	0.626835516578723	1.0	0.670704216951795
8	r4.large	16	120000	bigdata	1000000	100000	6784	0.626835516578723	1.0	0.670704216951795
8	r4.large	16	120000	bigdata	1000000	100000	7392	0.626835516578723	1.0	0.670704216951795
8	r4.large	16	120000	bigdata	1000000	100000	7129	0.626835516578723	1.0	0.670704216951795
8	r4.large	16	120000	huge	300000	50000	2948	0.626835516578723	1.0	0.670704216951795
8	r4.large	16	120000	huge	300000	50000	3836	0.626835516578723	1.0	0.670704216951795
8	r4.large	16	120000	huge	300000	50000	4278	0.626835516578723	1.0	0.670704216951795
8	r4.large	16	120000	huge	300000	50000	3017	0.626835516578723	1.0	0.670704216951795
8	r4.large	16	120000	huge	300000	50000	3336	0.626835516578723	1.0	0.670704216951795
8	r4.xlarge	32	240000	bigdata	1000000	100000	5812	0.621758403741034	0.91340066266808	0.680859830691666
8	r4.xlarge	32	240000	bigdata	1000000	100000	6171	0.621758403741034	0.91340066266808	0.680859830691666
8	r4.xlarge	32	240000	bigdata	1000000	100000	5374	0.621758403741034	0.91340066266808	0.680859830691666
8	r4.xlarge	32	240000	bigdata	1000000	100000	6946	0.621758403741034	0.91340066266808	0.680859830691666
8	r4.xlarge	32	240000	bigdata	1000000	100000	7250	0.621758403741034	0.91340066266808	0.680859830691666
10	c4.2xlarge	80	150000	bigdata	1000000	100000	2248	1.0	0.975170773880192	0.995589462652916
10	c4.2xlarge	80	150000	bigdata	1000000	100000	2605	1.0	0.975170773880192	0.995589462652916
10	c4.2xlarge	80	150000	bigdata	1000000	100000	2513	1.0	0.975170773880192	0.995589462652916
10	c4.2xlarge	80	150000	bigdata	1000000	100000	2710	1.0	0.975170773880192	0.995589462652916
10	c4.2xlarge	80	150000	bigdata	1000000	100000	3311	1.0	0.975170773880192	0.995589462652916
10	c4.2xlarge	80	150000	huge	300000	50000	674	1.0	0.975170773880192	0.995589462652916
10	c4.2xlarge	80	150000	huge	300000	50000	661	1.0	0.975170773880192	0.995589462652916
10	c4.2xlarge	80	150000	huge	300000	50000	733	1.0	0.975170773880192	0.995589462652916
10	c4.2xlarge	80	150000	huge	300000	50000	741	1.0	0.975170773880192	0.995589462652916
10	c4.2xlarge	80	150000	huge	300000	50000	788	1.0	0.975170773880192	0.995589462652916
10	c4.large	20	30000	bigdata	1000000	100000	7021	0.958215477247805	0.963738302503114	0.959066866763844
10	c4.large	20	30000	bigdata	1000000	100000	8813	0.958215477247805	0.963738302503114	0.959066866763844
10	c4.large	20	30000	bigdata	1000000	100000	7965	0.958215477247805	0.963738302503114	0.959066866763844
10	c4.large	20	30000	bigdata	1000000	100000	7485	0.958215477247805	0.963738302503114	0.959066866763844
