instance_count	machine_type	slots	memory	data_size_MB	pages	uservisits	gross_runtime	cpu_sysbench	disk_seq_fio	memory_sysbench
24	r4.xlarge	96	720000	huge	1200000	10000000	348	0.621758403741034	0.91340066266808	0.680859830691666
24	r4.xlarge	96	720000	huge	1200000	10000000	326	0.621758403741034	0.91340066266808	0.680859830691666
24	r4.xlarge	96	720000	huge	1200000	10000000	238	0.621758403741034	0.91340066266808	0.680859830691666
32	c4.large	64	96000	bigdata	120000000	5000000000	496	0.958215477247805	0.963738302503114	0.959066866763844
32	c4.large	64	96000	bigdata	120000000	5000000000	490	0.958215477247805	0.963738302503114	0.959066866763844
32	c4.large	64	96000	bigdata	120000000	5000000000	401	0.958215477247805	0.963738302503114	0.959066866763844
32	c4.large	64	96000	bigdata	120000000	5000000000	559	0.958215477247805	0.963738302503114	0.959066866763844
32	c4.large	64	96000	bigdata	120000000	5000000000	494	0.958215477247805	0.963738302503114	0.959066866763844
32	c4.large	64	96000	huge	1200000	10000000	264	0.958215477247805	0.963738302503114	0.959066866763844
32	c4.large	64	96000	huge	1200000	10000000	310	0.958215477247805	0.963738302503114	0.959066866763844
32	c4.large	64	96000	huge	1200000	10000000	326	0.958215477247805	0.963738302503114	0.959066866763844
32	c4.large	64	96000	huge	1200000	10000000	265	0.958215477247805	0.963738302503114	0.959066866763844
32	c4.large	64	96000	huge	1200000	10000000	301	0.958215477247805	0.963738302503114	0.959066866763844
32	m4.large	64	256000	bigdata	120000000	5000000000	464	0.719976297083032	0.963352406209638	0.757775976316556
32	m4.large	64	256000	bigdata	120000000	5000000000	532	0.719976297083032	0.963352406209638	0.757775976316556
32	m4.large	64	256000	bigdata	120000000	5000000000	410	0.719976297083032	0.963352406209638	0.757775976316556
32	m4.large	64	256000	bigdata	120000000	5000000000	424	0.719976297083032	0.963352406209638	0.757775976316556
32	m4.large	64	256000	bigdata	120000000	5000000000	459	0.719976297083032	0.963352406209638	0.757775976316556
