instance_count	machine_type	slots	memory	data_size_MB	pages	convergence_criterion	gross_runtime	cpu_sysbench	disk_seq_fio	memory_sysbench
40	r4.large	80	600000	bigdata	50000000	0.0	384	0.626835516578723	1.0	0.670704216951795
40	r4.large	80	600000	bigdata	50000000	0.0	324	0.626835516578723	1.0	0.670704216951795
40	r4.large	80	600000	bigdata	50000000	0.0	386	0.626835516578723	1.0	0.670704216951795
40	r4.large	80	600000	bigdata	50000000	0.0	321	0.626835516578723	1.0	0.670704216951795
40	r4.large	80	600000	bigdata	50000000	0.0	355	0.626835516578723	1.0	0.670704216951795
40	r4.large	80	600000	huge	5000000	0.0	235	0.626835516578723	1.0	0.670704216951795
40	r4.large	80	600000	huge	5000000	0.0	292	0.626835516578723	1.0	0.670704216951795
40	r4.large	80	600000	huge	5000000	0.0	217	0.626835516578723	1.0	0.670704216951795
40	r4.large	80	600000	huge	5000000	0.0	291	0.626835516578723	1.0	0.670704216951795
40	r4.large	80	600000	huge	5000000	0.0	279	0.626835516578723	1.0	0.670704216951795
48	c4.large	96	144000	bigdata	50000000	0.0	389	0.958215477247805	0.963738302503114	0.959066866763844
48	c4.large	96	144000	bigdata	50000000	0.0	475	0.958215477247805	0.963738302503114	0.959066866763844
48	c4.large	96	144000	bigdata	50000000	0.0	382	0.958215477247805	0.963738302503114	0.959066866763844
48	c4.large	96	144000	bigdata	50000000	0.0	497	0.958215477247805	0.963738302503114	0.959066866763844
48	c4.large	96	144000	bigdata	50000000	0.0	443	0.958215477247805	0.963738302503114	0.959066866763844
48	c4.large	96	144000	huge	5000000	0.0	302	0.958215477247805	0.963738302503114	0.959066866763844
48	c4.large	96	144000	huge	5000000	0.0	318	0.958215477247805	0.963738302503114	0.959066866763844
48	c4.large	96	144000	huge	5000000	0.0	303	0.958215477247805	0.963738302503114	0.959066866763844
48	c4.large	96	144000	huge	5000000	0.0	300	0.958215477247805	0.963738302503114	0.959066866763844
48	c4.large	96	144000	huge	5000000	0.0	275	0.958215477247805	0.963738302503114	0.959066866763844
48	m4.large	96	384000	bigdata	50000000	0.0	446	0.719976297083032	0.963352406209638	0.757775976316556
48	m4.large	96	384000	bigdata	50000000	0.0	413	0.719976297083032	0.963352406209638	0.757775976316556
48	m4.large	96	384000	bigdata	50000000	0.0	412	0.719976297083032	0.963352406209638	0.757775976316556
48	m4.large	96	384000	bigdata	50000000	0.0	455	0.719976297083032	0.963352406209638	0.757775976316556
48	m4.large	96	384000	bigdata	50000000	0.0	358	0.719976297083032	0.963352406209638	0.757775976316556
48	m4.large	96	384000	huge	5000000	0.0	357	0.719976297083032	0.963352406209638	0.757775976316556
48	m4.large	96	384000	huge	5000000	0.0	312	0.719976297083032	0.963352406209638	0.757775976316556
48	m4.large	96	384000	huge	5000000	0.0	304	0.719976297083032	0.963352406209638	0.757775976316556
48	m4.large	96	384000	huge	5000000	0.0	323	0.719976297083032	0.963352406209638	0.757775976316556
48	m4.large	96	384000	huge	5000000	0.0	328	0.719976297083032	0.963352406209638	0.757775976316556
48	r4.large	96	720000	bigdata	50000000	0.0	417	0.626835516578723	1.0	0.670704216951795
48	r4.large	96	720000	bigdata	50000000	0.0	387	0.626835516578723	1.0	0.670704216951795
48	r4.large	96	720000	bigdata	50000000	0.0	447	0.626835516578723	1.0	0.670704216951795
48	r4.large	96	720000	bigdata	50000000	0.0	400	0.626835516578723	1.0	0.670704216951795
48	r4.large	96	720000	bigdata	50000000	0.0	417	0.626835516578723	1.0	0.670704216951795
48	r4.large	96	720000	huge	5000000	0.0	380	0.626835516578723	1.0	0.670704216951795
48	r4.large	96	720000	huge	5000000	0.0	291	0.626835516578723	1.0	0.670704216951795
48	r4.large	96	720000	huge	5000000	0.0	299	0.626835516578723	1.0	0.670704216951795
48	r4.large	96	720000	huge	5000000	0.0	346	0.626835516578723	1.0	0.670704216951795
48	r4.large	96	720000	huge	5000000	0.0	331	0.626835516578723	1.0	0.670704216951795
