instance_count	machine_type	slots	memory	data_size_MB	pages	convergence_criterion	gross_runtime	cpu_sysbench	disk_seq_fio	memory_sysbench
32	r4.large	64	480000	bigdata	50000000	0.0	402	0.626835516578723	1.0	0.670704216951795
32	r4.large	64	480000	bigdata	50000000	0.0	366	0.626835516578723	1.0	0.670704216951795
32	r4.large	64	480000	bigdata	50000000	0.0	403	0.626835516578723	1.0	0.670704216951795
32	r4.large	64	480000	bigdata	50000000	0.0	429	0.626835516578723	1.0	0.670704216951795
32	r4.large	64	480000	huge	5000000	0.0	264	0.626835516578723	1.0	0.670704216951795
32	r4.large	64	480000	huge	5000000	0.0	264	0.626835516578723	1.0	0.670704216951795
32	r4.large	64	480000	huge	5000000	0.0	252	0.626835516578723	1.0	0.670704216951795
32	r4.large	64	480000	huge	5000000	0.0	265	0.626835516578723	1.0	0.670704216951795
32	r4.large	64	480000	huge	5000000	0.0	235	0.626835516578723	1.0	0.670704216951795
40	c4.large	80	120000	bigdata	50000000	0.0	439	0.958215477247805	0.963738302503114	0.959066866763844
40	c4.large	80	120000	bigdata	50000000	0.0	422	0.958215477247805	0.963738302503114	0.959066866763844
40	c4.large	80	120000	bigdata	50000000	0.0	492	0.958215477247805	0.963738302503114	0.959066866763844
40	c4.large	80	120000	bigdata	50000000	0.0	412	0.958215477247805	0.963738302503114	0.959066866763844
40	c4.large	80	120000	bigdata	50000000	0.0	490	0.958215477247805	0.963738302503114	0.959066866763844
40	c4.large	80	120000	huge	5000000	0.0	235	0.958215477247805	0.963738302503114	0.959066866763844
40	c4.large	80	120000	huge	5000000	0.0	326	0.958215477247805	0.963738302503114	0.959066866763844
40	c4.large	80	120000	huge	5000000	0.0	241	0.958215477247805	0.963738302503114	0.959066866763844
40	c4.large	80	120000	huge	5000000	0.0	304	0.958215477247805	0.963738302503114	0.959066866763844
40	c4.large	80	120000	huge	5000000	0.0	317	0.958215477247805	0.963738302503114	0.959066866763844
40	m4.large	80	320000	bigdata	50000000	0.0	444	0.719976297083032	0.963352406209638	0.757775976316556
40	m4.large	80	320000	bigdata	50000000	0.0	387	0.719976297083032	0.963352406209638	0.757775976316556
40	m4.large	80	320000	bigdata	50000000	0.0	438	0.719976297083032	0.963352406209638	0.757775976316556
40	m4.large	80	320000	bigdata	50000000	0.0	468	0.719976297083032	0.963352406209638	0.757775976316556
40	m4.large	80	320000	bigdata	50000000	0.0	435	0.719976297083032	0.963352406209638	0.757775976316556
40	m4.large	80	320000	huge	5000000	0.0	270	0.719976297083032	0.963352406209638	0.757775976316556
40	m4.large	80	320000	huge	5000000	0.0	322	0.719976297083032	0.963352406209638	0.757775976316556
40	m4.large	80	320000	huge	5000000	0.0	339	0.719976297083032	0.963352406209638	0.757775976316556
40	m4.large	80	320000	huge	5000000	0.0	315	0.719976297083032	0.963352406209638	0.757775976316556
40	m4.large	80	320000	huge	5000000	0.0	387	0.719976297083032	0.963352406209638	0.757775976316556
