instance_count	machine_type	slots	memory	data_size_MB	num_of_clusters	dimensions	num_of_samples	samples_per_inputfile	max_iteration	k	gross_runtime	cpu_sysbench	disk_seq_fio	memory_sysbench
4	m4.xlarge	16	64000	huge	5	20	100000000	20000000	5	10	2449	0.724716697086843	0.939577226630061	0.806717869741047
4	m4.xlarge	16	64000	huge	5	20	100000000	20000000	5	10	2560	0.724716697086843	0.939577226630061	0.806717869741047
4	r4.2xlarge	32	244000	bigdata	5	20	1200000000	40000000	10	10	2622	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	bigdata	5	20	1200000000	40000000	10	10	2581	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	bigdata	5	20	1200000000	40000000	10	10	2750	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	bigdata	5	20	1200000000	40000000	10	10	2128	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	bigdata	5	20	1200000000	40000000	10	10	2197	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	huge	5	20	100000000	20000000	5	10	370	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	huge	5	20	100000000	20000000	5	10	324	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	huge	5	20	100000000	20000000	5	10	370	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	huge	5	20	100000000	20000000	5	10	387	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.2xlarge	32	244000	huge	5	20	100000000	20000000	5	10	385	0.621439738915361	0.699904926309755	0.683905823195575
4	r4.large	8	60000	bigdata	5	20	1200000000	40000000	10	10	7616	0.626835516578723	1.0	0.670704216951795
4	r4.large	8	60000	bigdata	5	20	1200000000	40000000	10	10	7467	0.626835516578723	1.0	0.670704216951795
4	r4.large	8	60000	bigdata	5	20	1200000000	40000000	10	10	7708	0.626835516578723	1.0	0.670704216951795
4	r4.large	8	60000	bigdata	5	20	1200000000	40000000	10	10	7844	0.626835516578723	1.0	0.670704216951795
4	r4.large	8	60000	bigdata	5	20	1200000000	40000000	10	10	7324	0.626835516578723	1.0	0.670704216951795
4	r4.large	8	60000	huge	5	20	100000000	20000000	5	10	5753	0.626835516578723	1.0	0.670704216951795
4	r4.large	8	60000	huge	5	20	100000000	20000000	5	10	5612	0.626835516578723	1.0	0.670704216951795
4	r4.large	8	60000	huge	5	20	100000000	20000000	5	10	4864	0.626835516578723	1.0	0.670704216951795
4	r4.large	8	60000	huge	5	20	100000000	20000000	5	10	4786	0.626835516578723	1.0	0.670704216951795
4	r4.large	8	60000	huge	5	20	100000000	20000000	5	10	3456	0.626835516578723	1.0	0.670704216951795
4	r4.xlarge	16	120000	bigdata	5	20	1200000000	40000000	10	10	4398	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	120000	bigdata	5	20	1200000000	40000000	10	10	5039	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	120000	bigdata	5	20	1200000000	40000000	10	10	4470	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	120000	bigdata	5	20	1200000000	40000000	10	10	5026	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	120000	bigdata	5	20	1200000000	40000000	10	10	5195	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	120000	huge	5	20	100000000	20000000	5	10	2111	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	120000	huge	5	20	100000000	20000000	5	10	2398	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	120000	huge	5	20	100000000	20000000	5	10	2769	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	120000	huge	5	20	100000000	20000000	5	10	2525	0.621758403741034	0.91340066266808	0.680859830691666
4	r4.xlarge	16	120000	huge	5	20	100000000	20000000	5	10	2439	0.621758403741034	0.91340066266808	0.680859830691666
6	c4.2xlarge	48	90000	bigdata	5	20	1200000000	40000000	10	10	3138	1.0	0.975170773880192	0.995589462652916
6	c4.2xlarge	48	90000	bigdata	5	20	1200000000	40000000	10	10	2781	1.0	0.975170773880192	0.995589462652916
6	c4.2xlarge	48	90000	bigdata	5	20	1200000000	40000000	10	10	2327	1.0	0.975170773880192	0.995589462652916
6	c4.2xlarge	48	90000	bigdata	5	20	1200000000	40000000	10	10	2560	1.0	0.975170773880192	0.995589462652916
6	c4.2xlarge	48	90000	bigdata	5	20	1200000000	40000000	10	10	2483	1.0	0.975170773880192	0.995589462652916
6	c4.2xlarge	48	90000	huge	5	20	100000000	20000000	5	10	1271	1.0	0.975170773880192	0.995589462652916
6	c4.2xlarge	48	90000	huge	5	20	100000000	20000000	5	10	1096	1.0	0.975170773880192	0.995589462652916
6	c4.2xlarge	48	90000	huge	5	20	100000000	20000000	5	10	1305	1.0	0.975170773880192	0.995589462652916
6	c4.2xlarge	48	90000	huge	5	20	100000000	20000000	5	10	1008	1.0	0.975170773880192	0.995589462652916
6	c4.2xlarge	48	90000	huge	5	20	100000000	20000000	5	10	1087	1.0	0.975170773880192	0.995589462652916
6	c4.large	12	18000	bigdata	5	20	1200000000	40000000	10	10	6558	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.large	12	18000	bigdata	5	20	1200000000	40000000	10	10	7400	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.large	12	18000	bigdata	5	20	1200000000	40000000	10	10	7731	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.large	12	18000	bigdata	5	20	1200000000	40000000	10	10	7522	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.large	12	18000	bigdata	5	20	1200000000	40000000	10	10	7737	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.large	12	18000	huge	5	20	100000000	20000000	5	10	5467	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.large	12	18000	huge	5	20	100000000	20000000	5	10	4436	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.large	12	18000	huge	5	20	100000000	20000000	5	10	5066	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.large	12	18000	huge	5	20	100000000	20000000	5	10	4212	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.large	12	18000	huge	5	20	100000000	20000000	5	10	5848	0.958215477247805	0.963738302503114	0.959066866763844
6	c4.xlarge	24	42000	bigdata	5	20	1200000000	40000000	10	10	3999	0.981580131098954	0.916863624781091	1.0
6	c4.xlarge	24	42000	bigdata	5	20	1200000000	40000000	10	10	4998	0.981580131098954	0.916863624781091	1.0
6	c4.xlarge	24	42000	bigdata	5	20	1200000000	40000000	10	10	4770	0.981580131098954	0.916863624781091	1.0
6	c4.xlarge	24	42000	bigdata	5	20	1200000000	40000000	10	10	4425	0.981580131098954	0.916863624781091	1.0
6	c4.xlarge	24	42000	bigdata	5	20	1200000000	40000000	10	10	3829	0.981580131098954	0.916863624781091	1.0
6	c4.xlarge	24	42000	huge	5	20	100000000	20000000	5	10	2212	0.981580131098954	0.916863624781091	1.0
6	c4.xlarge	24	42000	huge	5	20	100000000	20000000	5	10	2150	0.981580131098954	0.916863624781091	1.0
6	c4.xlarge	24	42000	huge	5	20	100000000	20000000	5	10	2095	0.981580131098954	0.916863624781091	1.0
6	c4.xlarge	24	42000	huge	5	20	100000000	20000000	5	10	1686	0.981580131098954	0.916863624781091	1.0
6	c4.xlarge	24	42000	huge	5	20	100000000	20000000	5	10	2058	0.981580131098954	0.916863624781091	1.0
6	m4.2xlarge	48	192000	bigdata	5	20	1200000000	40000000	10	10	1604	0.73813508679461	0.917837907061713	0.817114731721182
